n,momento,distribuzione,algoritmo,stima,esecuzione,cpu_percent,max_RSS,max_RSS_unit
1,f0,poisson,ams,16.00,0.000000,94,992,kbytes
10,f0,poisson,ams,16.00,0.000004,99,992,kbytes
100,f0,poisson,ams,16.00,0.000033,99,1088,kbytes
500,f0,poisson,ams,16.00,0.000165,99,1120,kbytes
1000,f0,poisson,ams,16.00,0.000287,99,1152,kbytes
3000,f0,poisson,ams,16.00,0.000947,99,1152,kbytes
