n,momento,distribuzione,algoritmo,stima,esecuzione,cpu_percent,max_RSS,max_RSS_unit
1,f0,esponenziale,ams,8192.00,0.000000,94,1056,kbytes
10,f0,esponenziale,ams,8192.00,0.000002,99,992,kbytes
100,f0,esponenziale,ams,8192.00,0.000033,99,992,kbytes
500,f0,esponenziale,ams,8192.00,0.000154,99,1120,kbytes
1000,f0,esponenziale,ams,8192.00,0.000283,99,1152,kbytes
3000,f0,esponenziale,ams,8192.00,0.000857,99,1152,kbytes
