n,momento,distribuzione,algoritmo,stima,esecuzione,cpu_percent,max_RSS,max_RSS_unit
1,f1,esponenziale,ams,42.000000,0.000075,0,992,kbytes
10,f1,esponenziale,ams,105.700000,0.000070,50,992,kbytes
100,f1,esponenziale,ams,306.980000,0.000068,100,992,kbytes
500,f1,esponenziale,ams,669.882000,0.000068,97,992,kbytes
1000,f1,esponenziale,ams,927.157000,0.000068,98,1056,kbytes
3000,f1,esponenziale,ams,1613.902000,0.000072,99,992,kbytes
