n,momento,distribuzione,algoritmo,stima,esecuzione,cpu_percent,max_RSS,max_RSS_unit
1,f0,uniforme,ams,256.00,0.000000,97,992,kbytes
10,f0,uniforme,ams,256.00,0.000004,99,992,kbytes
100,f0,uniforme,ams,256.00,0.000036,99,1088,kbytes
500,f0,uniforme,ams,256.00,0.000142,99,1120,kbytes
1000,f0,uniforme,ams,256.00,0.000317,99,1152,kbytes
3000,f0,uniforme,ams,256.00,0.000963,99,1152,kbytes
