momento,distribuzione,algoritmo,stima,esecuzione,cpu_percent,max_RSS,max_RSS_unit
f1,poisson,,48,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,44,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,33,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,51,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,45,992,kbytes
f1,poisson,,44,992,kbytes
f1,poisson,,46,992,kbytes
f1,poisson,,52,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,46,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,46,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,51,992,kbytes
f1,poisson,,45,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,44,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,44,992,kbytes
f1,poisson,,39,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,51,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,45,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,45,992,kbytes
f1,poisson,,46,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,46,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,54,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,46,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,50,992,kbytes
f1,poisson,,37,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,49,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,46,992,kbytes
f1,poisson,,46,992,kbytes
f1,poisson,,48,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,47,992,kbytes
f1,poisson,,46,992,kbytes
